,,snr,exptime,slewtime,calibtime,z,x1,c,t0,ra,dec,magabs,magobs,x0,template,fields,survey,mwebv
xmm-lss,1695,20.0,588.64,230.96284253959422,150.0,0.39005,0.59,0.102,61893.87,35.72467,-5.6554546,-18.97497,22.712101,1.3055835e-05,salt2,xmm-lss,lsst,
xmm-lss,1708,20.0,566.0,261.8830554849868,150.0,0.45295,0.475,-0.098,61894.78,35.60367,-3.3021836,-19.502161,22.568588,1.4900804e-05,salt2,xmm-lss,lsst,
xmm-lss,1717,20.0,882.96,248.99632578224748,150.0,0.42195,-0.655,0.205,61894.305,34.181168,-4.385362,-18.655327,23.232954,8.080956e-06,salt2,xmm-lss,lsst,
xmm-lss,1725,20.0,1109.3600000000001,262.3879811590162,150.0,0.64675,0.41,-0.016,61898.902,36.33267,-3.3603475,-19.446789,23.553782,6.0135626e-06,salt2,xmm-lss,lsst,
xmm-lss,1808,20.0,1811.2,252.49311631951116,150.0,0.74475,0.81,-0.004,61901.72,37.113243,-5.1376925,-19.292322,24.081627,3.6982276e-06,salt2,xmm-lss,lsst,
xmm-lss,1850,20.0,1426.32,239.48552731286148,150.0,0.67565,0.755,0.064,61899.684,37.257584,-3.7813022,-19.251524,23.864481,4.5170264e-06,salt2,xmm-lss,lsst,
xmm-lss,1868,20.0,1901.76,229.81494680238916,150.0,0.78095,0.53,-0.065,61902.875,36.440487,-3.3228934,-19.593185,23.906862,4.344102e-06,salt2,xmm-lss,lsst,
xmm-lss,1902,20.0,384.88,236.73129629265364,150.0,0.25355,-2.445,0.042,61892.574,35.357113,-3.9340448,-18.933598,21.672709,3.400646e-05,salt2,xmm-lss,lsst,
xmm-lss,1904,20.0,1064.08,256.75310208791234,150.0,0.44585,-0.86,0.291,61894.668,36.76782,-5.5329604,-18.298525,23.73148,5.105674e-06,salt2,xmm-lss,lsst,
xmm-lss,1910,20.0,656.5600000000001,260.3654962232756,150.0,0.40245,1.53,0.161,61894.03,34.476048,-5.72904,-18.997221,22.76981,1.2379997e-05,salt2,xmm-lss,lsst,
xmm-lss,1920,20.0,1064.08,245.75847669006356,150.0,0.50175,-2.305,0.038,61895.633,34.56509,-4.0895033,-18.679052,23.65666,5.4699135e-06,salt2,xmm-lss,lsst,
xmm-lss,1982,20.0,2128.16,263.1881987819135,150.0,0.70525,-1.505,-0.028,61900.523,36.816544,-4.978909,-19.170057,24.059395,3.7747348e-06,salt2,xmm-lss,lsst,
xmm-lss,1985,20.0,1901.76,247.09110332915623,150.0,0.69095,0.275,0.095,61900.113,35.875515,-6.3989596,-19.083406,24.091818,3.6636795e-06,salt2,xmm-lss,lsst,
xmm-lss,2025,20.0,588.64,265.2178620124267,150.0,0.38475,1.07,0.148,61893.8,36.356728,-3.9411273,-19.03902,22.613153,1.4301547e-05,salt2,xmm-lss,lsst,
xmm-lss,2032,20.0,882.96,215.2556523236146,150.0,0.47975,0.715,0.166,61895.23,36.642494,-3.885593,-18.880333,23.339043,7.328708e-06,salt2,xmm-lss,lsst,
xmm-lss,2081,20.0,452.8,249.69358100317075,150.0,0.37795,1.345,-0.069,61893.72,34.823185,-3.8226216,-19.616386,21.99036,2.5380506e-05,salt2,xmm-lss,lsst,
xmm-lss,2131,20.0,2445.12,262.1161517909992,150.0,0.71255,-1.39,0.068,61900.74,36.379112,-5.6106014,-18.931202,24.32553,2.9541518e-06,salt2,xmm-lss,lsst,
xmm-lss,2198,20.0,1064.08,228.08332278623286,150.0,0.55725,-2.455,-0.039,61896.75,35.519802,-5.5324993,-19.043541,23.565723,5.947784e-06,salt2,xmm-lss,lsst,
xmm-lss,2231,20.0,1426.32,247.715817032962,150.0,0.69775,-0.19,-0.019,61900.31,34.145,-4.4776907,-19.175354,24.02579,3.893399e-06,salt2,xmm-lss,lsst,
xmm-lss,2261,20.0,1403.68,243.14653467801787,150.0,0.63975,0.15,0.057,61898.715,35.086567,-3.2748396,-19.173178,23.798697,4.7991707e-06,salt2,xmm-lss,lsst,
xmm-lss,2268,20.0,724.48,278.6464326385476,150.0,0.46565,-0.915,0.012,61894.99,36.295567,-6.130151,-18.969244,23.172928,8.540316e-06,salt2,xmm-lss,lsst,
xmm-lss,2270,20.0,1811.2,228.65207477240378,150.0,0.70515,-0.61,-0.017,61900.523,36.60833,-5.3027315,-19.248297,23.980782,4.058187e-06,salt2,xmm-lss,lsst,
xmm-lss,2284,20.0,407.52,216.13427100669915,150.0,0.20755,-1.47,0.404,61892.324,36.84376,-5.0713854,-17.66107,22.45532,1.6539272e-05,salt2,xmm-lss,lsst,
xmm-lss,2289,20.0,1064.08,246.32469106025553,150.0,0.62145,-0.545,-0.094,61898.25,35.358063,-4.305589,-19.593874,23.301548,7.5862185e-06,salt2,xmm-lss,lsst,
xmm-lss,2316,20.0,384.88,224.40233518760652,150.0,0.26475,0.52,0.154,61892.645,35.24706,-3.6187418,-18.881134,21.83197,2.93668e-05,salt2,xmm-lss,lsst,
xmm-lss,2326,20.0,1086.72,261.2054872946227,150.0,0.63825,0.665,2.7755576e-16,61898.68,37.072376,-5.0676594,-19.513432,23.452253,6.6030284e-06,salt2,xmm-lss,lsst,
xmm-lss,2465,20.0,1267.8400000000001,269.4616001982389,150.0,0.67415,0.295,-0.058,61899.64,34.85456,-3.5324504,-19.543154,23.566975,5.940932e-06,salt2,xmm-lss,lsst,
xmm-lss,2468,20.0,882.96,238.34167263465443,150.0,0.53295,-0.35,0.034,61896.242,36.107468,-3.1320145,-18.927269,23.565517,5.948913e-06,salt2,xmm-lss,lsst,
xmm-lss,2473,20.0,1811.2,248.9588406795001,150.0,0.73425,-1.365,-0.141,61901.395,37.17683,-4.56148,-19.578508,23.757761,4.9835653e-06,salt2,xmm-lss,lsst,
xmm-lss,2529,20.0,1901.76,237.8689072269087,150.0,0.74945,-0.385,-0.088,61901.867,36.18982,-3.724136,-19.524866,23.865786,4.5116017e-06,salt2,xmm-lss,lsst,
xmm-lss,2609,20.0,2445.12,247.45144772384768,150.0,0.71575,-1.535,0.087,61900.836,36.487335,-5.4152756,-18.779047,24.48956,2.5399252e-06,salt2,xmm-lss,lsst,
xmm-lss,2642,20.0,1086.72,240.2600722541762,150.0,0.58285,-1.11,0.019,61897.324,35.350815,-4.5946217,-19.11782,23.6091,5.7148445e-06,salt2,xmm-lss,lsst,
xmm-lss,2672,20.0,656.5600000000001,245.43419043813054,150.0,0.48785,0.63,-0.086,61895.375,36.358875,-5.875751,-19.554708,22.708069,1.3104409e-05,salt2,xmm-lss,lsst,
xmm-lss,2698,20.0,1426.32,223.6166178551343,150.0,0.60465,0.345,0.201,61897.84,35.69863,-5.8023705,-18.728615,24.09472,3.6538984e-06,salt2,xmm-lss,lsst,
xmm-lss,2712,20.0,237.72,216.92576826616087,150.0,0.20295,-0.675,-0.006,61892.305,35.33593,-5.8536754,-19.325323,20.736687,8.053227e-05,salt2,xmm-lss,lsst,
xmm-lss,2717,20.0,1064.08,259.6899192591724,150.0,0.59545,-1.51,-0.106,61897.617,37.320877,-4.7592583,-19.422518,23.360535,7.1850623e-06,salt2,xmm-lss,lsst,
xmm-lss,2724,20.0,1154.64,268.8886166074558,150.0,0.67735,0.39,-0.076,61899.73,34.780273,-5.601669,-19.615515,23.507133,6.277572e-06,salt2,xmm-lss,lsst,
xmm-lss,2738,20.0,2128.16,216.8163239211456,150.0,0.74975,-0.27,-0.023,61901.875,35.12194,-5.4847507,-19.310287,24.081427,3.6989127e-06,salt2,xmm-lss,lsst,
xmm-lss,2743,20.0,2309.28,218.92407425136838,150.0,0.73295,-0.415,0.048,61901.355,34.700615,-5.656101,-19.144592,24.186977,3.356247e-06,salt2,xmm-lss,lsst,
xmm-lss,2753,20.0,1901.76,224.39552260526128,150.0,0.65825,-2.335,0.007,61899.207,34.02412,-5.4821243,-18.903414,24.143667,3.4928344e-06,salt2,xmm-lss,lsst,
xmm-lss,2824,20.0,1426.32,278.9264675690792,150.0,0.69685,0.985,0.072,61900.28,36.327328,-3.382379,-19.127293,24.070435,3.736549e-06,salt2,xmm-lss,lsst,
xmm-lss,2835,20.0,520.72,264.6160474817052,150.0,0.39735,0.68,-0.051,61893.965,34.155308,-4.5836396,-19.813759,21.920666,2.7063168e-05,salt2,xmm-lss,lsst,
chandra-south,fieldcalib,,,,1020.0,,,,,,,,,,,,lsst,
chandra-south,26,20.0,452.8,863.940113816268,150.0,0.39585,0.895,-0.128,61893.945,53.757366,-26.774809,-19.7212,22.00356,2.507387e-05,salt2,chandra-south,lsst,
chandra-south,32,20.0,271.68,255.18777230898797,150.0,0.22095,-0.285,0.061,61892.39,53.045456,-28.735828,-19.19094,21.077745,5.8822923e-05,salt2,chandra-south,lsst,
chandra-south,106,20.0,1901.76,239.16633544322406,150.0,0.78545,0.915,-0.065,61903.023,53.588005,-27.473646,-19.742546,23.77278,4.9151026e-06,salt2,chandra-south,lsst,
chandra-south,114,20.0,2309.28,244.0614401324712,150.0,0.70265,-1.015,0.064,61900.45,51.85539,-27.18134,-19.201944,24.017729,3.9224146e-06,salt2,chandra-south,lsst,
chandra-south,170,20.0,1267.8400000000001,273.606063982114,150.0,0.52455,0.665,0.283,61896.07,53.48414,-29.675144,-18.567204,23.884157,4.4359e-06,salt2,chandra-south,lsst,
chandra-south,187,20.0,701.84,223.8741559628471,150.0,0.38845,0.42,0.179,61893.848,52.883785,-29.252312,-18.924122,22.75246,1.257941e-05,salt2,chandra-south,lsst,
chandra-south,188,20.0,588.64,249.0570041398301,150.0,0.41905,-0.405,-0.016,61894.26,54.564457,-28.239378,-19.4802,22.390383,1.7558663e-05,salt2,chandra-south,lsst,
chandra-south,205,20.0,996.1600000000001,239.4058280969862,150.0,0.57495,-1.445,-0.106,61897.145,53.247566,-27.535019,-19.362114,23.329027,7.3966294e-06,salt2,chandra-south,lsst,
chandra-south,226,20.0,882.96,227.25095239228767,150.0,0.51735,-0.685,0.001,61895.93,54.173782,-27.570395,-19.323465,23.091892,9.2021155e-06,salt2,chandra-south,lsst,
chandra-south,259,20.0,792.4,262.3205749827077,150.0,0.50675,0.335,0.045,61895.727,51.707405,-28.522402,-19.203627,23.157862,8.659639e-06,salt2,chandra-south,lsst,
chandra-south,273,20.0,407.52,218.5597991805297,150.0,0.30975,-0.08,0.014,61893.0,52.197784,-28.451168,-19.43187,21.6722,3.4022396e-05,salt2,chandra-south,lsst,
chandra-south,291,20.0,1811.2,232.9519951527141,150.0,0.64775,-1.45,0.06,61898.926,53.419365,-28.423855,-18.968563,24.036083,3.8566627e-06,salt2,chandra-south,lsst,
chandra-south,310,20.0,566.0,233.2469718021698,150.0,0.33975,-1.525,0.066,61893.285,52.222477,-28.70282,-18.863144,22.473465,1.626517e-05,salt2,chandra-south,lsst,
chandra-south,348,20.0,701.84,262.4107674477565,150.0,0.49245,0.405,-0.046,61895.46,53.509216,-26.613678,-19.502861,22.784266,1.2216277e-05,salt2,chandra-south,lsst,
chandra-south,351,20.0,996.1600000000001,244.50327027696605,150.0,0.53265,0.15,0.104,61896.234,54.47342,-27.948635,-18.844795,23.646523,5.5212327e-06,salt2,chandra-south,lsst,
chandra-south,362,20.0,2309.28,268.7162423323829,150.0,0.76545,-1.225,-0.077,61902.375,51.55064,-27.342117,-19.37516,24.0716,3.7325435e-06,salt2,chandra-south,lsst,
chandra-south,393,20.0,724.48,276.51578843229277,150.0,0.45015,0.02,0.074,61894.734,54.523335,-28.808262,-19.101746,22.953005,1.0457858e-05,salt2,chandra-south,lsst,
chandra-south,402,20.0,2309.28,269.09655075289766,150.0,0.78005,1.045,0.033,61902.848,51.51852,-28.361858,-19.404102,24.092878,3.6601018e-06,salt2,chandra-south,lsst,
chandra-south,434,20.0,1267.8400000000001,275.7158785215571,150.0,0.60685,-1.895,-0.065,61897.89,54.72185,-27.464846,-19.305609,23.527275,6.1621854e-06,salt2,chandra-south,lsst,
chandra-south,532,20.0,792.4,264.71559030510195,150.0,0.50405,0.99,0.102,61895.676,51.932613,-27.303753,-19.185612,23.16199,8.626789e-06,salt2,chandra-south,lsst,
chandra-south,547,20.0,1086.72,219.79389479246123,150.0,0.56245,0.43,0.155,61896.867,52.043972,-27.785267,-18.934679,23.69889,5.2612454e-06,salt2,chandra-south,lsst,
chandra-south,555,20.0,588.64,257.7162046568036,150.0,0.47905,0.76,-0.066,61895.22,54.259842,-26.868002,-19.655907,22.559685,1.5023484e-05,salt2,chandra-south,lsst,
chandra-south,659,20.0,2445.12,259.8940810189357,150.0,0.78935,-1.325,-0.096,61903.156,53.94102,-29.118704,-19.459135,24.069366,3.7402276e-06,salt2,chandra-south,lsst,
chandra-south,673,20.0,2445.12,235.892686149521,150.0,0.71525,0.145,0.148,61900.82,53.82036,-27.918562,-18.97098,24.295774,3.0362314e-06,salt2,chandra-south,lsst,
chandra-south,685,20.0,2309.28,232.60285009681826,150.0,0.73485,-0.535,0.029,61901.41,53.147686,-28.796743,-19.049265,24.289171,3.0547546e-06,salt2,chandra-south,lsst,
chandra-south,733,20.0,384.88,233.25777977055432,150.0,0.32785,-0.23,-0.096,61893.168,54.00251,-28.010273,-19.735798,21.510921,3.947079e-05,salt2,chandra-south,lsst,
chandra-south,735,20.0,1426.32,255.56640682959127,150.0,0.70425,0.765,-0.005,61900.496,52.072952,-26.83613,-19.480185,23.74551,5.040116e-06,salt2,chandra-south,lsst,
chandra-south,744,20.0,2128.16,235.19413928328365,150.0,0.74595,0.69,0.03,61901.754,51.287266,-27.779848,-19.435276,23.942947,4.2020934e-06,salt2,chandra-south,lsst,
chandra-south,746,20.0,792.4,251.87148484067643,150.0,0.44235,-2.09,0.029,61894.613,53.14647,-26.81585,-18.959017,23.05068,9.558129e-06,salt2,chandra-south,lsst,
chandra-south,765,20.0,882.96,263.65255622180155,150.0,0.58455,0.14,-0.105,61897.363,52.858444,-29.237303,-19.624214,23.110346,9.047035e-06,salt2,chandra-south,lsst,
chandra-south,812,20.0,1901.76,239.9830109159393,150.0,0.74865,0.23,-0.047,61901.84,54.334114,-28.732431,-19.352262,24.035553,3.8585454e-06,salt2,chandra-south,lsst,
chandra-south,813,20.0,656.5600000000001,230.38218429108971,150.0,0.41125,0.355,0.107,61894.152,53.239124,-28.768116,-18.94571,22.876698,1.1219295e-05,salt2,chandra-south,lsst,
chandra-south,824,20.0,747.12,224.02628468570182,150.0,0.49815,-1.15,-0.053,61895.562,52.619236,-28.362267,-19.249887,23.067118,9.414504e-06,salt2,chandra-south,lsst,
chandra-south,830,20.0,1901.76,231.5769189650135,150.0,0.69695,-1.405,-0.039,61900.285,52.727863,-29.371391,-19.414831,23.783276,4.8678185e-06,salt2,chandra-south,lsst,
chandra-south,863,20.0,1901.76,256.73388243791237,150.0,0.65525,1.095,0.209,61899.125,51.318836,-27.640383,-18.653135,24.381887,2.8047225e-06,salt2,chandra-south,lsst,
chandra-south,882,20.0,305.64,271.5027203640077,150.0,0.23615,-0.575,0.012,61892.47,54.27462,-28.614248,-19.0593,21.372145,4.4852542e-05,salt2,chandra-south,lsst,
chandra-south,883,20.0,588.64,224.8067322007069,150.0,0.48955,1.17,-0.09,61895.406,54.49668,-27.927935,-19.530424,22.741377,1.2708499e-05,salt2,chandra-south,lsst,
chandra-south,953,20.0,1426.32,241.2147088106255,150.0,0.71435,0.955,0.024,61900.793,53.663277,-26.692192,-19.312168,23.95125,4.1700823e-06,salt2,chandra-south,lsst,
chandra-south,960,20.0,1448.96,238.81599595202215,150.0,0.63695,-1.11,0.077,61898.645,54.026443,-27.986948,-18.909332,24.05098,3.8041094e-06,salt2,chandra-south,lsst,
chandra-south,988,20.0,1426.32,263.07131286318247,150.0,0.66545,-1.23,-0.049,61899.402,51.300667,-27.910902,-19.286125,23.789682,4.8391776e-06,salt2,chandra-south,lsst,
chandra-south,994,20.0,158.48000000000002,244.16282090743906,150.0,0.12355,-2.2,0.169,61892.074,52.804638,-27.0808,-18.525866,20.35388,0.00011457575,salt2,chandra-south,lsst,
chandra-south,1022,20.0,656.5600000000001,252.60939808060158,150.0,0.47655,-0.04,-0.067,61895.176,53.555294,-28.909903,-19.459246,22.742796,1.2691898e-05,salt2,chandra-south,lsst,
chandra-south,1032,20.0,882.96,260.9063918344375,150.0,0.50205,-0.705,0.089,61895.637,53.21198,-26.616846,-18.98254,23.354727,7.2236066e-06,salt2,chandra-south,lsst,
chandra-south,1053,20.0,1109.3600000000001,272.35776729053174,150.0,0.63955,0.15,-0.019,61898.71,52.38955,-29.34222,-19.314026,23.657024,5.4680822e-06,salt2,chandra-south,lsst,
chandra-south,1060,20.0,2445.12,217.68238623505385,150.0,0.78605,-0.225,-0.026,61903.047,52.840683,-29.40411,-19.40938,24.107979,3.6095528e-06,salt2,chandra-south,lsst,
chandra-south,1078,20.0,1901.76,243.08129605282954,150.0,0.73845,1.41,0.052,61901.523,52.4101,-27.928381,-19.366611,23.98479,4.0432274e-06,salt2,chandra-south,lsst,
chandra-south,1156,20.0,701.84,224.26765729917747,150.0,0.45715,0.665,0.054,61894.848,52.060974,-27.311886,-19.099989,22.994583,1.0064951e-05,salt2,chandra-south,lsst,
chandra-south,1170,20.0,1064.08,251.4169563264344,150.0,0.63405,0.865,0.015,61898.57,54.18993,-27.263178,-19.433928,23.514359,6.235931e-06,salt2,chandra-south,lsst,
chandra-south,1212,20.0,1426.32,263.9449213247924,150.0,0.71175,1.015,-0.014,61900.72,51.93434,-28.685703,-19.44693,23.806828,4.763366e-06,salt2,chandra-south,lsst,
chandra-south,1217,20.0,1064.08,248.5573057501445,150.0,0.65065,0.105,-0.075,61899.004,53.905273,-29.059582,-19.576324,23.440107,6.67731e-06,salt2,chandra-south,lsst,
chandra-south,1429,20.0,362.24,269.4128513264217,150.0,0.27995,0.945,0.066,61892.754,51.411716,-27.50561,-19.246548,21.60503,3.619368e-05,salt2,chandra-south,lsst,
chandra-south,1431,20.0,2128.16,264.40875815925483,150.0,0.77675,-0.08,-0.054,61902.74,53.05403,-29.508093,-19.456059,24.029652,3.8795756e-06,salt2,chandra-south,lsst,
chandra-south,1489,20.0,2399.84,268.95882225565424,150.0,0.61885,-2.99,0.142,61898.188,53.87552,-26.938187,-18.567703,24.316685,2.9783184e-06,salt2,chandra-south,lsst,
chandra-south,1492,20.0,1765.92,280.9159838748381,150.0,0.74175,-0.01,-0.077,61901.625,52.1714,-29.764753,-19.496838,23.8664,4.5090496e-06,salt2,chandra-south,lsst,
chandra-south,1558,20.0,1064.08,282.2310748767688,150.0,0.62135,0.68,0.015,61898.25,54.864857,-27.522457,-19.289045,23.605953,5.731438e-06,salt2,chandra-south,lsst,
chandra-south,1729,20.0,1041.44,221.13954755546203,150.0,0.59525,0.515,-0.001,61897.613,54.245167,-27.481905,-19.355963,23.426208,6.7633387e-06,salt2,chandra-south,lsst,
chandra-south,1755,20.0,2128.16,244.39378926128686,150.0,0.62865,-1.345,0.158,61898.434,52.63254,-28.165361,-18.549799,24.375954,2.8200916e-06,salt2,chandra-south,lsst,
chandra-south,1780,20.0,701.84,219.98707368987925,150.0,0.53735,0.33,-0.149,61896.332,52.925262,-28.59404,-19.726013,22.788227,1.21717685e-05,salt2,chandra-south,lsst,
chandra-south,1809,20.0,2445.12,248.7999316342172,150.0,0.77055,-1.405,-0.024,61902.54,54.639526,-27.660666,-19.286058,24.178349,3.3830274e-06,salt2,chandra-south,lsst,
chandra-south,1858,20.0,2897.92,261.0730496527882,150.0,0.76755,-1.19,0.027,61902.44,52.49405,-29.009314,-18.973864,24.480177,2.5619702e-06,salt2,chandra-south,lsst,
chandra-south,1907,20.0,588.64,248.1905436058988,150.0,0.45065,-0.455,-0.092,61894.742,52.63813,-27.26424,-19.61923,22.438385,1.6799284e-05,salt2,chandra-south,lsst,
chandra-south,1915,20.0,2445.12,228.54366470860435,150.0,0.78255,1.425,0.127,61902.93,51.699722,-27.545233,-19.04572,24.45977,2.6105756e-06,salt2,chandra-south,lsst,
chandra-south,1955,20.0,996.1600000000001,250.23700590293794,150.0,0.54155,-0.14,0.054,61896.418,53.0838,-28.923693,-18.910963,23.623606,5.6390086e-06,salt2,chandra-south,lsst,
chandra-south,1999,20.0,747.12,255.27382634247132,150.0,0.50785,-0.345,-0.032,61895.746,51.81641,-27.189507,-19.507368,22.85976,1.1395696e-05,salt2,chandra-south,lsst,
chandra-south,2022,20.0,1358.4,254.1930794215118,150.0,0.58315,-0.845,0.11,61897.332,53.747555,-28.25759,-18.886639,23.841633,4.613085e-06,salt2,chandra-south,lsst,
chandra-south,2077,20.0,328.28000000000003,215.16574007027864,150.0,0.24965,-0.835,0.025,61892.547,53.84487,-27.984274,-19.19997,21.368126,4.5018813e-05,salt2,chandra-south,lsst,
chandra-south,2087,20.0,724.48,234.7879938984824,150.0,0.49815,0.385,-0.029,61895.566,54.926655,-27.337732,-19.573301,22.743704,1.2681279e-05,salt2,chandra-south,lsst,
chandra-south,2185,20.0,882.96,286.014146187792,150.0,0.53305,0.19,0.05,61896.242,52.074272,-29.67293,-19.078104,23.41517,6.8324484e-06,salt2,chandra-south,lsst,
chandra-south,2227,20.0,215.08,273.0214366429289,150.0,0.20505,0.305,-0.048,61892.316,52.31082,-26.83069,-19.591337,20.49564,0.000100551624,salt2,chandra-south,lsst,
chandra-south,2287,20.0,1448.96,238.71972822869424,150.0,0.72375,0.23,-0.032,61901.08,53.536625,-27.592752,-19.341303,23.956766,4.148948e-06,salt2,chandra-south,lsst,
chandra-south,2364,20.0,2897.92,226.04236944262527,150.0,0.76275,-0.155,0.149,61902.285,52.86838,-27.104786,-18.961964,24.475407,2.573251e-06,salt2,chandra-south,lsst,
chandra-south,2366,20.0,2128.16,214.66320038556478,150.0,0.73665,0.4,0.067,61901.47,52.58761,-27.190727,-19.031744,24.313185,2.9879336e-06,salt2,chandra-south,lsst,
chandra-south,2388,20.0,1064.08,240.0234716587551,150.0,0.63445,1.2,-0.008,61898.582,52.68988,-28.575617,-19.361923,23.588026,5.8268606e-06,salt2,chandra-south,lsst,
chandra-south,2392,20.0,384.88,249.45221371954207,150.0,0.29585,1.675,0.134,61892.88,54.743027,-28.688599,-19.257578,21.731636,3.2209995e-05,salt2,chandra-south,lsst,
chandra-south,2407,20.0,1064.08,259.42881437520896,150.0,0.56605,-0.35,0.056,61896.945,52.298775,-29.38515,-19.017319,23.632954,5.5906658e-06,salt2,chandra-south,lsst,
chandra-south,2414,20.0,475.44,246.9081802057455,150.0,0.30775,0.78,0.189,61892.98,51.748642,-27.76267,-18.736904,22.350935,1.8208353e-05,salt2,chandra-south,lsst,
chandra-south,2510,20.0,1267.8400000000001,234.13424353905611,150.0,0.54955,-1.155,0.143,61896.586,51.821316,-28.887758,-18.597591,23.97529,4.078767e-06,salt2,chandra-south,lsst,
chandra-south,2515,20.0,2128.16,243.90882802924256,150.0,0.71805,-0.59,0.038,61900.906,53.1569,-27.861738,-19.116785,24.160324,3.4396558e-06,salt2,chandra-south,lsst,
chandra-south,2542,20.0,792.4,246.46679798905072,150.0,0.43615,-0.19,0.152,61894.516,51.414173,-27.219633,-18.884207,23.089148,9.225413e-06,salt2,chandra-south,lsst,
chandra-south,2560,20.0,724.48,258.9700149063794,150.0,0.38715,-0.315,0.167,61893.832,53.89216,-27.566696,-18.831375,22.836655,1.1640795e-05,salt2,chandra-south,lsst,
chandra-south,2592,20.0,588.64,231.28790463351302,150.0,0.43555,0.825,0.015,61894.508,52.763535,-27.546236,-19.442371,22.527441,1.5476338e-05,salt2,chandra-south,lsst,
chandra-south,2608,20.0,452.8,225.62458524165336,150.0,0.36435,-0.915,-0.18,61893.555,53.515366,-27.89171,-19.711365,21.802217,3.0182671e-05,salt2,chandra-south,lsst,
chandra-south,2629,20.0,2309.28,240.97979444477667,150.0,0.78835,0.48,-0.011,61903.12,51.969467,-28.32319,-19.245478,24.279652,3.0816532e-06,salt2,chandra-south,lsst,
chandra-south,2645,20.0,882.96,231.98891408900823,150.0,0.55605,1.02,0.017,61896.727,52.406292,-29.28142,-19.466053,23.137571,8.822993e-06,salt2,chandra-south,lsst,
chandra-south,2735,20.0,1901.76,266.3948258562292,150.0,0.79045,0.575,-0.087,61903.19,54.710316,-27.720879,-19.783323,23.748882,5.0244885e-06,salt2,chandra-south,lsst,
chandra-south,2786,20.0,656.5600000000001,244.70651969654458,150.0,0.40505,-0.815,0.03,61894.066,53.354267,-26.676626,-18.997835,22.785673,1.2200439e-05,salt2,chandra-south,lsst,
chandra-south,2788,20.0,588.64,244.37239327524088,150.0,0.45595,1.2,0.015,61894.83,55.019306,-27.21989,-19.322954,22.764832,1.24368935e-05,salt2,chandra-south,lsst,
chandra-south,2816,20.0,2445.12,217.46274339901007,150.0,0.73505,0.225,0.098,61901.418,54.95009,-27.603245,-19.061638,24.277521,3.0877095e-06,salt2,chandra-south,lsst,
chandra-south,2841,20.0,1064.08,277.3817971422162,150.0,0.62695,1.935,0.086,61898.39,51.547955,-28.060776,-19.199125,23.719498,5.1623333e-06,salt2,chandra-south,lsst,
cosmos,fieldcalib,,,,1020.0,,,,,,,,,,,,lsst,
cosmos,28,20.0,724.48,2427.7873320970284,150.0,0.26695,1.03,0.631,61892.66,150.22755,1.4101406,-17.52007,23.213524,8.226886e-06,salt2,cosmos,lsst,
cosmos,42,20.0,1426.32,264.6400878243553,150.0,0.56305,-2.095,0.1,61896.88,149.32042,3.7170653,-18.811459,23.824902,4.6847267e-06,salt2,cosmos,lsst,
cosmos,82,20.0,543.36,256.3724347890666,150.0,0.36335,-0.24,0.016,61893.543,148.51038,1.7659634,-19.103798,22.40281,1.7358854e-05,salt2,cosmos,lsst,
cosmos,97,20.0,1064.08,249.0681606268799,150.0,0.66365,0.3,-0.103,61899.355,150.2946,1.6305333,-19.687107,23.381548,7.047349e-06,salt2,cosmos,lsst,
cosmos,112,20.0,543.36,226.4876852489271,150.0,0.41065,1.22,-0.01,61894.145,149.50809,1.5757624,-19.622782,22.195887,2.1003432e-05,salt2,cosmos,lsst,
